tempsort,Group,Item,ItemNumber,WordSense,PictureWord,PictureWord_lc,TargetPic,ShortPic,Xdim,Ydim
179,4,son_sense1,38,familial son,SON,son,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense1.png?raw=true,son_sense1.png,400,400
36,1,son_sense2,39,shining sun,SUN,sun,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense2.png?raw=true,son_sense2.png,400,400
84,2,son_sense2,39,shining sun,SUN,sun,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense2.png?raw=true,son_sense2.png,400,400
132,3,son_sense2,39,shining sun,SUN,sun,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense2.png?raw=true,son_sense2.png,400,400
180,4,son_sense2,39,shining sun,SUN,sun,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense2.png?raw=true,son_sense2.png,400,400
45,1,space_sense2,40,outer space,SPACE,space,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/space_sense2.png?raw=true,space_sense2.png,400,400
93,2,space_sense2,40,outer space,SPACE,space,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/space_sense2.png?raw=true,space_sense2.png,400,400
141,3,space_sense2,40,outer space,SPACE,space,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/space_sense2.png?raw=true,space_sense2.png,400,400
189,4,space_sense2,40,outer space,SPACE,space,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/space_sense2.png?raw=true,space_sense2.png,400,400
9,1,speaker_sense1,41,musical speaker,SPEAKER,speaker,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense1.jpg?raw=true,speaker_sense1.jpg,400,400
57,2,speaker_sense1,41,musical speaker,SPEAKER,speaker,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense1.jpg?raw=true,speaker_sense1.jpg,400,400
105,3,speaker_sense1,41,musical speaker,SPEAKER,speaker,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense1.jpg?raw=true,speaker_sense1.jpg,400,400
153,4,speaker_sense1,41,musical speaker,SPEAKER,speaker,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense1.jpg?raw=true,speaker_sense1.jpg,400,400
10,1,speaker_sense2,42,lecturing speaker,SPEAKER,speaker,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense2.png?raw=true,speaker_sense2.png,400,400
58,2,speaker_sense2,42,lecturing speaker,SPEAKER,speaker,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense2.png?raw=true,speaker_sense2.png,400,400
106,3,speaker_sense2,42,lecturing speaker,SPEAKER,speaker,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense2.png?raw=true,speaker_sense2.png,400,400
154,4,speaker_sense2,42,lecturing speaker,SPEAKER,speaker,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense2.png?raw=true,speaker_sense2.png,400,400
37,1,sponge_sense1,43,kitchen sponge,SPONGE,sponge,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense1.jpg?raw=true,sponge_sense1.jpg,400,400
85,2,sponge_sense1,43,kitchen sponge,SPONGE,sponge,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense1.jpg?raw=true,sponge_sense1.jpg,400,400
133,3,sponge_sense1,43,kitchen sponge,SPONGE,sponge,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense1.jpg?raw=true,sponge_sense1.jpg,400,400
181,4,sponge_sense1,43,kitchen sponge,SPONGE,sponge,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense1.jpg?raw=true,sponge_sense1.jpg,400,400
38,1,sponge_sense2,44,animal sponge in the sea,SPONGE,sponge,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense2.png?raw=true,sponge_sense2.png,400,400
86,2,sponge_sense2,44,animal sponge in the sea,SPONGE,sponge,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense2.png?raw=true,sponge_sense2.png,400,400
134,3,sponge_sense2,44,animal sponge in the sea,SPONGE,sponge,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense2.png?raw=true,sponge_sense2.png,400,400
182,4,sponge_sense2,44,animal sponge in the sea,SPONGE,sponge,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense2.png?raw=true,sponge_sense2.png,400,400
39,1,tape_sense1,45,mix tape,TAPE,tape,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense1.png?raw=true,tape_sense1.png,400,400
87,2,tape_sense1,45,mix tape,TAPE,tape,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense1.png?raw=true,tape_sense1.png,400,400
135,3,tape_sense1,45,mix tape,TAPE,tape,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense1.png?raw=true,tape_sense1.png,400,400
183,4,tape_sense1,45,mix tape,TAPE,tape,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense1.png?raw=true,tape_sense1.png,400,400
40,1,tape_sense2,46,sticky tape,TAPE,tape,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense2.jpg?raw=true,tape_sense2.jpg,400,400
88,2,tape_sense2,46,sticky tape,TAPE,tape,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense2.jpg?raw=true,tape_sense2.jpg,400,400
136,3,tape_sense2,46,sticky tape,TAPE,tape,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense2.jpg?raw=true,tape_sense2.jpg,400,400
184,4,tape_sense2,46,sticky tape,TAPE,tape,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense2.jpg?raw=true,tape_sense2.jpg,400,400
11,1,wing_sense1,47,bird wing for flying,WING,wing,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense1.png?raw=true,wing_sense1.png,400,400
59,2,wing_sense1,47,bird wing for flying,WING,wing,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense1.png?raw=true,wing_sense1.png,400,400
107,3,wing_sense1,47,bird wing for flying,WING,wing,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense1.png?raw=true,wing_sense1.png,400,400
155,4,wing_sense1,47,bird wing for flying,WING,wing,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense1.png?raw=true,wing_sense1.png,400,400
12,1,wing_sense2,48,chicken wing for eating,WING,wing,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense2.png?raw=true,wing_sense2.png,400,400
60,2,wing_sense2,48,chicken wing for eating,WING,wing,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense2.png?raw=true,wing_sense2.png,400,400
108,3,wing_sense2,48,chicken wing for eating,WING,wing,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense2.png?raw=true,wing_sense2.png,400,400
156,4,wing_sense2,48,chicken wing for eating,WING,wing,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense2.png?raw=true,wing_sense2.png,400,400
